APA number,ACC number,ACC Name,Address,Suburb / Town,From,To
42,608,QML PATHOLOGY,SHOP 37 ARUNDEL PLAZA S/C 230-232 NAPPER RD,ARUNDEL QLD 4214,19/04/2004,30/06/2027
42,613,LAVERTY PATHOLOGY,214 WESTON ST,PANANIA NSW 2213,27/04/2004,30/06/2027
42,621,QML PATHOLOGY,THE GAS WORKS SHOP 11A 137 SHAKESPEARE ST,MACKAY QLD 4740,01/07/2008,30/06/2027
42,622,QUEENSLAND MEDICAL LAB,PATH CLN WARNER VILLAGE S/C SHOP 19A 353 SAMSONVALE RD,WARNER QLD 4500,21/06/2004,30/06/2027
42,623,QUEENSLAND MEDICAL LAB,LEASE 4A GREENFIELD CC 4 GRANDVIEW DR,MOUNT PLEASANT QLD 4740,07/06/2004,30/06/2027
42,624,QUEENSLAND MEDICAL LAB,P/RM PARKINSON PLAZA M/C G SHP-11 441 ALGESTER RD,PARKINSON QLD 4115,21/06/2004,30/06/2027
42,626,LAVERTY PATHOLOGY,PATH RM WESTMEAD SPEC M/C 151-155 HAWKESBURY RD,WESTMEAD NSW 2145,09/07/2004,30/06/2027
42,630,DOREVITCH PATHOLOGY,PATH RM ASPENDALE GARDEN MC 8 SPRINGVALE RD,ASPENDALE GARDEN VIC 3195,16/08/2004,30/06/2027
42,632,QUEENSLAND MED LAB,QML PATH TNCY T12 ORIEL PL 531 SANDGATE RD,CLAYFIELD QLD 4011,30/08/2004,30/06/2027
42,634,QUEENSLAND MEDICAL LAB PATH,POINT VERNON MED PRECINCT 32 MURPHY ST,POINT VERNON QLD 4655,13/09/2004,30/06/2027
42,639,LAVERTY PATHOLOGY,THE GOOD SHEPHERD CLINIC SHOP 13 2-4 MAIN ST,MOUNT ANNAN NSW 2567,01/07/2008,30/06/2027
42,641,LAVERTY PATHOLOGY,PATH SUITE SCONE MED CENTRE 5 SURMAN ST,SCONE NSW 2337,20/09/2004,30/06/2027
42,643,LAVERTY PATHOLOGY,SHOP 1 27-29 KING ST,ROCKDALE NSW 2216,27/09/2004,30/06/2027
42,644,QML PATHOLOGY,LAKELANDS MEDICAL T9 1 GREGOR ST W,NORTH LAKES QLD 4509,01/07/2008,30/06/2027
42,655,QUEENSLAND MEDICAL LAB,SHOP 16 TWEED HUB 112-140 MINJUNGBAL DR,TWEED HEADS SOUT NSW 2486,31/01/2005,30/06/2027
42,657,DOREVITCH PATHOLOGY,PATH RM 1 GLEN UNION M/C 224 SPRINGVALE RD,GLEN WAVERLEY VIC 3150,07/02/2005,30/06/2027
42,658,QUEENSLAND MEDICAL LAB,WESTFIELD NTH LAKES SH 1014 1 NORTH LAKES DR,NORTH LAKES QLD 4509,07/02/2005,30/06/2027
42,663,QUEENSLAND MEDICAL LAB,SHOP 1A 5 OBI OBI RD,MAPLETON QLD 4560,14/02/2005,30/06/2027
42,665,QUEENSLAND MEDICAL LAB,PATHOLOGY ROOM SHOP 3 28 BAMFORD LANE,KIRWAN QLD 4817,21/02/2005,30/06/2027
42,666,LAVERTY PATHOLOGY,SE 2 135-137 PETER ST,WAGGA WAGGA NSW 2650,21/02/2005,30/06/2027
42,667,QML PATHOLOGY,SUITE 7 G 1220 SANDGATE RD,NUNDAH QLD 4012,07/03/2005,30/06/2027
42,670,QUEENSLAND MEDICAL LAB,SHOP 6 4 PATRICKS RD,ARANA HILLS QLD 4054,21/03/2005,30/06/2027
42,672,DOREVITCH PATHOLOGY,203 HULL RD,MOOROOLBARK VIC 3138,04/04/2005,30/06/2027
42,677,QML PATHOLOGY,SHOP T02B COCO'S S/C 1 MANCHESTER RD,CARRARA QLD 4211,01/07/2008,30/06/2027
42,679,LAVERTY PATHOLOGY,PATH RM OLD BAR MEDICAL CTR SE 6 46 OLD BAR RD,OLD BAR NSW 2430,23/05/2005,30/06/2027
42,686,QML PATHOLOGY,SHOP 4133 LEVEL 4 19 ROBINA TOWN CENTRE DR,ROBINA TOWN CENT QLD 4230,30/05/2005,30/06/2027
42,688,DOREVITCH PATHOLOGY,PTH RM DEER PARK CENTRAL MC 26 CANTERBURY ST,DEER PARK VIC 3023,01/07/2008,30/06/2027
42,691,LAVERTY PATHOLOGY,SHOP 3 5 & 7 128 WYONG RD,KILLARNEY VALE NSW 2261,20/06/2005,30/06/2027
42,693,LAVERTY PATHOLOGY,U 3 53-55 FERNLEIGH RD,WAGGA WAGGA NSW 2650,17/06/2005,30/06/2027
42,697,LAVERTY PATHOLOGY,SHOP 102 35 BELGRAVE ST,KEMPSEY NSW 2440,11/07/2005,30/06/2027
42,699,LAVERTY PATHOLOGY,SE 10 & 12 CHA BUILDING 9-25 CAPTAIN COOK DR,BARRACK HEIGHTS NSW 2528,15/07/2005,30/06/2027
42,700,LAVERTY PATHOLOGY,PATH RM THE BOATHOUSE SHOP 3 60 BOLD ST,LAURIETON NSW 2443,18/07/2005,30/06/2027
42,701,DOREVITCH PATHOLOGY,PATH SE TUNSTALL SQUARE M/C 2 MITCHAM RD,DONVALE VIC 3111,01/08/2005,30/06/2027
42,705,LAVERTY PATHOLOGY,PATH SE 1 GLENROCK CP 8 TANDA PL,GLENFIELD PARK NSW 2650,25/08/2005,30/06/2027
42,708,DOREVITCH PATHOLOGY,MT MARTHA VILLAGE CLNC SE 2 2 LANGRIGG AVE,MT MARTHA VIC 3934,10/10/2005,30/06/2027
42,710,LAVERTY PATHOLOGY,PATH RM COBAR PHCC 26 HARCOURT ST,COBAR NSW 2835,19/10/2005,30/06/2027
42,711,DOREVITCH PATHOLOGY,MARYBOROUGH DIST HEALTH SVC 75-87 CLARENDON ST,MARYBOROUGH VIC 3465,24/10/2005,30/06/2027
42,720,QUEENSLAND MEDICAL LAB,QML TNCY MAJELLAN M/C U 1 107 LANDSBOROUGH AVE,SCARBOROUGH QLD 4020,19/12/2005,30/06/2027
42,721,QUEENSLAND MEDICAL LAB,HOLLAND PARK PROF SUITES SE 1 1000 LOGAN RD,HOLLAND PARK QLD 4121,03/01/2006,30/06/2027
42,722,QUEENSLAND MEDICAL LAB,PATH RM ASHMORE PLAZA S/C SHOP 9 130 COTLEW ST,ASHMORE QLD 4214,03/01/2006,30/06/2027
42,732,DOREVITCH PATHOLOGY,PTH RM 1 FAWKNER HEALTHCARE 1272 SYDNEY RD,FAWKNER VIC 3060,01/07/2008,30/06/2027
42,737,LAVERTY PATHOLOGY,PATHOLOGY ROOM 3 ANIMOO AVE,GRIFFITH NSW 2680,10/01/2006,30/06/2027
42,745,LAVERTY PATHOLOGY,84 ALBERT ST,TAREE NSW 2430,10/01/2006,30/06/2027
42,746,LAVERTY PATHOLOGY,PATH ROOM TAREE MEDICAL CTR 68 CHATHAM ST,TAREE NSW 2430,10/01/2006,30/06/2027
42,747,LAVERTY PATHOLOGY,COLLECTION ROOMS U 1 19 MANNING ST,TUNCURRY NSW 2428,10/01/2006,30/06/2027
42,748,LAVERTY PATHOLOGY,SE 1 63 HIGH ST,WAUCHOPE NSW 2446,10/01/2006,30/06/2027
42,756,QUEENSLAND MEDICAL LAB,REDLAND BAY VILL SC BLDG 7 - SH 30 133 BROADWATER TCE,REDLAND BAY QLD 4165,23/01/2006,30/06/2027
42,758,LAVERTY PATHOLOGY,PATH RM WESTFIELD SHOP 104 G 20 BENJAMIN WAY,BELCONNEN ACT 2617,08/02/2006,30/06/2027
42,765,QML PATHOLOGY,TENANCY 21B RAINTREES SC - ALFRED ST,MANUNDA QLD 4870,20/03/2006,30/06/2027
42,768,DOREVITCH PATHOLOGY,PATH RMS GEELONG CITY M/C 255 RYRIE ST,GEELONG VIC 3220,10/04/2006,30/06/2027
42,769,QML PATHOLOGY,SHOP 4 163-171 RIDING RD,HAWTHORNE QLD 4171,01/07/2008,30/06/2027
42,771,LAVERTY PATHOLOGY,PATH RM 1 KAREELA FAM PRAC 12 FREYA ST,KAREELA NSW 2232,13/04/2006,30/06/2027
42,772,LAVERTY PATHOLOGY,PATH SE 1 MYHEALTH M/C SHOP 1002 1 MCFARLANE ST,MERRYLANDS NSW 2160,01/07/2008,30/06/2027
42,773,QML PATHOLOGY,PATH RM SHOPS 4 & 6 86 EDITH ST,WYNNUM QLD 4178,02/05/2006,30/06/2027
42,777,DOREVITCH PATHOLOGY,DOREVITCH PATHOLOGY G 122 DAY ST,BAIRNSDALE VIC 3875,21/05/2006,30/06/2027
42,780,DOREVITCH PATHOLOGY,PATH RM SILVERTON MED CTR 135 JACKSONS RD,NOBLE PARK NORTH VIC 3174,01/07/2008,30/06/2027
42,782,LAVERTY PATHOLOGY,TENANCY 3 103 PEEL ST,TAMWORTH NSW 2340,01/07/2008,30/06/2027
42,785,DOREVITCH PATHOLOGY,PTH RM HEYFIELD BUSH N/HOSP 14-16 LICOLA RD,HEYFIELD VIC 3858,21/05/2006,30/06/2027
42,788,QML PATHOLOGY,P/RM CASTLE HILL M/C SHOP 5 272 DOHLES ROCKS RD,MURRUMBA DOWNS QLD 4503,01/07/2008,30/06/2027
42,796,LAVERTY PATHOLOGY,PATH RM LAKE CATHIE MED CTR 1459 OCEAN DR,LAKE CATHIE NSW 2445,01/07/2008,30/06/2027
42,799,DOREVITCH PATHOLOGY,RM 129 CHELSEA HOUSE FL 1 47-59 FLEMINGTON RD,NORTH MELBOURNE VIC 3051,21/05/2006,30/06/2027
42,800,DOREVITCH PATHOLOGY,PATH RM ORBOST & DIST HOSP 104 BOUNDARY RD,ORBOST VIC 3888,21/05/2006,30/06/2027
42,803,DOREVITCH PATHOLOGY,PATH LAB CENTRAL GIPPSLAND 155 GUTHRIDGE PDE,SALE VIC 3850,21/05/2006,30/06/2027
42,804,DOREVITCH PATHOLOGY,PATH SE CLOCKTOWER M/C 278-286 RAYMOND ST,SALE VIC 3850,21/05/2006,30/06/2027
42,806,LAVERTY PATHOLOGY,PATH SE KRUGER MED CENTRE 10 EAST ST,HARDEN NSW 2587,01/07/2008,30/06/2027
42,808,DOREVITCH PATHOLOGY,PATHOLOGY ROOM 6 KAY ST,TRARALGON VIC 3844,21/05/2006,30/06/2027
42,816,QUEENSLAND MEDICAL LAB,QML PROCEDURE ROOM 11 RIVERVIEW PL,MURARRIE QLD 4172,29/05/2006,30/06/2027
42,817,QUEENSLAND MEDICAL LAB,ROOM 3 AND 4 1 SOUTH ST,ALSTONVILLE NSW 2477,29/05/2006,30/06/2027
42,821,QML PATHOLOGY,SHOP 2 62 HIGH ST,BOONAH QLD 4310,19/06/2006,30/06/2027
42,826,QML PATHOLOGY,STOCKLAND S/C SHOP RS1D G 120-331 YAAMBA RD,PARK AVENUE QLD 4701,01/07/2008,30/06/2027
42,829,DOREVITCH PATHOLOGY,PRAHRAN MARKET CLINIC M 325 CHAPEL ST,PRAHRAN VIC 3181,01/07/2008,30/06/2027
42,834,DOREVITCH PATHOLOGY,PATH PREMISES BENALLA HLTH 45-63 COSTER ST,BENALLA VIC 3672,17/07/2006,30/06/2027
42,846,QML PATHOLOGY,U 3 40-46 THURINGOWA DR,KIRWAN QLD 4817,01/07/2008,30/06/2027
42,850,DOREVITCH PATHOLOGY,PATH RM KORUMBURRA M/C 50 RADOVICK ST,KORUMBURRA VIC 3950,28/08/2006,30/06/2027
42,853,QML PATHOLOGY,PATH RM LAKE KAWANA GP SE 7 5 INNOVATION PKWY,BIRTINYA QLD 4575,04/09/2006,30/06/2027
42,854,QUEENSLAND MEDICAL LAB,THE FAMILY PRACT AT HINKLER - SHP 6A 16 MARYBOROUGH ST,BUNDABERG QLD 4670,04/09/2006,30/06/2027
42,856,DOREVITCH PATHOLOGY,PATH RM ST KILDA RD MED CTR L 1 391 ST KILDA RD,MELBOURNE VIC 3004,02/10/2006,30/06/2027
42,861,QML PATHOLOGY,"PATH RM, QML TCY LOGANLEA M U 1 60 HAIG ST",LOGANLEA QLD 4131,01/07/2008,30/06/2027
42,868,LAVERTY PATHOLOGY,G 155 NELSON ST,WALLSEND NSW 2287,05/11/2006,30/06/2027
42,870,QML PATHOLOGY,PATH RM MEDICI M/C TNCY 2 13-15 SCOTT ST,TOOWOOMBA QLD 4350,06/11/2006,30/06/2027
42,872,LAVERTY PATHOLOGY,PATH RM BROADMEADOW M/C SE 7 FL 1 154 LAMBTON RD,BROADMEADOW NSW 2292,18/11/2006,30/06/2027
42,875,DOREVITCH PATHOLOGY,PATHOLOGY ROOM U 2 36B CLYDE RD,BERWICK VIC 3806,04/12/2006,30/06/2027
42,880,QML PATHOLOGY,U 2 70 CITY RD,BEENLEIGH QLD 4207,31/12/2006,30/06/2027
42,881,DOREVITCH PATHOLOGY,PATH SE 1 TOWERHILL M/C 143 FRANKSTON-FLINDERS RD,FRANKSTON VIC 3199,08/01/2007,30/06/2027
42,885,LAVERTY PATHOLOGY,56-60 KARALTA RD,ERINA NSW 2250,19/01/2007,30/06/2027
42,886,LAVERTY PATHOLOGY,PATH SE 1 THE ROCK MED CNTR 16 DAY ST,THE ROCK NSW 2655,01/07/2008,30/06/2027
42,889,LAVERTY PATHOLOGY,ISABELLA PLAINS SHOP CNTR U 3 131 ELLERSTON AVE,ISABELLA PLAINS ACT 2905,09/02/2007,30/06/2027
42,891,QML PATHOLOGY,PATH RM MT WARREN PARK M/C 20-30 MT WARREN BVD,MT WARREN PARK QLD 4207,19/02/2007,30/06/2027
42,898,DOREVITCH PATHOLOGY,PATH RM WICKLOW AVE M/C 65-67 WICKLOW AVE,CROYDON VIC 3136,13/03/2007,30/06/2027
42,902,QML PATHOLOGY,TENANCY D 15 ANN ST,NAMBOUR QLD 4560,26/03/2007,30/06/2027
42,904,QML PATHOLOGY,TENANCY 5 121 SHUTE HARBOUR RD,CANNONVALE QLD 4802,26/03/2007,30/06/2027
42,909,DOREVITCH PATHOLOGY,PATHOLOGY SUITES 74A OVENS ST,WANGARATTA VIC 3677,10/04/2007,30/06/2027
42,911,LAVERTY PATHOLOGY,PATH SE 1 MEROO ST FAM PRAC 1 MEROO ST,BOMADERRY NSW 2541,16/04/2007,30/06/2027
42,922,WESTERN DIAGNOSTIC PATH,PATH SE 3 SPENCER RD MPC 2 WARTON RD,HUNTINGDALE WA 6110,01/05/2007,30/06/2027
42,925,WESTERN DIAGNOSTIC PATH,PATHOLOGY SUITE 38 ANGOVE RD,SPENCER PARK WA 6330,01/05/2007,30/06/2027
42,926,WESTERN DIAGNOSTIC PATH,CLP BUILDING SHOP 5 82-84 TODD ST,ALICE SPRINGS NT 870,01/05/2007,30/06/2027
42,930,WESTERN DIAGNOSTIC PATH,BAYSWATER PHYSIOTHERAPY SE 7 488 WALTER RD E,BAYSWATER WA 6053,01/05/2007,30/06/2027
42,934,WESTERN DIAGNOSTIC PATH,PATH ROOM WA CARDIOLOGY U 1 10-16 MILLS ST,BENTLEY WA 6102,01/05/2007,30/06/2027
42,945,WESTERN DIAGNOSTIC PATH,PATH AREA BETHESDA HOSP 25 QUEENSLEA DR,CLAREMONT WA 6010,01/05/2007,30/06/2027
42,946,WESTERN DIAGNOSTIC PATH,PATHOLOGY ROOM 373 BELGRAVIA ST,CLOVERDALE WA 6105,01/05/2007,30/06/2027
42,950,LAVERTY PATHOLOGY,TAMWORTH HOMESPACE SHOP 15B 437 GOONOO GOONOO RD,TAMWORTH NSW 2340,01/07/2008,30/06/2027
42,954,LAVERTY PATHOLOGY,PATH SE YAMBA MED CTR 18 TREELANDS DR,YAMBA NSW 2464,01/07/2008,30/06/2027
42,958,WESTERN DIAGNOSTIC PATH,PATHOLOGY ROOM U 1 9 COOLIBAH DR,GREENWOOD WA 6024,01/05/2007,30/06/2027
42,960,WESTERN DIAGNOSTIC PATH,JANDAKOT MEDICAL CENTRE U 2 850 NORTH LAKE RD,JANDAKOT WA 6164,01/05/2007,30/06/2027
42,963,WESTERN DIAGNOSTIC PATH,PATH RM SEACREST M/C 28 SEACREST DR,SORRENTO WA 6020,01/05/2007,30/06/2027
42,964,WESTERN DIAGNOSTIC PATH,PATH RM GOLDFIELDS MED CTR SE 13 130 EGAN ST,KALGOORLIE WA 6430,01/05/2007,30/06/2027
42,966,WESTERN DIAGNOSTIC PATH,P/RM KARRATHA VILLAGE S/C U 37 5 SHARPE AVE,KARRATHA WA 6714,01/05/2007,30/06/2027
42,967,WESTERN DIAGNOSTIC PATH,PATH SUITE KINTORE CLINIC 36 FIRST ST,KATHERINE NT 850,01/05/2007,30/06/2027
42,972,WESTERN DIAGNOSTIC PATH,PATH RM MURRAY MED CENTR SE 3 34-36 MINILYA PKWY,GREENFIELDS WA 6210,01/05/2007,30/06/2027
42,973,WESTERN DIAGNOSTIC PATH,PATH SE PEEL HEALTH CAMPUS 110 LAKES RD,MANDURAH WA 6210,01/05/2007,30/06/2027
42,975,WESTERN DIAGNOSTIC PATH,PATH RM DUDLEY PARK M/C U 1 15 ANSTRUTHER RD,MANDURAH WA 6210,01/05/2007,30/06/2027
42,978,LAVERTY PATHOLOGY,PATH SE UNION ST FMP 11 UNION ST,MACLEAN NSW 2463,01/07/2008,30/06/2027
42,983,WESTERN DIAGNOSTIC PATH,THE QUEENS U 6 85 THE PROMENADE,MOUNT PLEASANT WA 6153,01/05/2007,30/06/2027
42,986,WESTERN DIAGNOSTIC PATH,PATHOLOGY SUITE U 17 217 WANNEROO RD,NOLLAMARA WA 6061,01/05/2007,30/06/2027
42,989,WESTERN DIAGNOSTIC PATH,SOUTH ST MEDICAL UNIT 7 & 8 386 SOUTH ST,O'CONNOR WA 6163,01/05/2007,30/06/2027
42,994,WESTERN DIAGNOSTIC PATH,MOUNT MC MOUNT PRIVATE HOSP SE 11 146 MOUNTS BAY RD,PERTH WA 6000,01/05/2007,30/06/2027
42,997,WESTERN DIAGNOSTIC PATH,HUNDSON HOUSE SE 2 11 COUNCIL AVE,ROCKINGHAM WA 6168,01/05/2007,30/06/2027
42,998,DOREVITCH PATHOLOGY,CHURINGA MED CTR PATH SUITE 465 MT DANDENONG RD,KILSYTH VIC 3137,14/05/2007,30/06/2027
42,1004,LAVERTY PATHOLOGY,COONABARABRAN MED CNTR 61 CASSILLIS ST,COONABARABRAN NSW 2357,01/07/2010,30/06/2027
42,1005,LAVERTY PATHOLOGY,PATH RM TURA BEACH MED CTR 1 GOLF CCT,TURA BEACH NSW 2548,01/07/2010,30/06/2027
42,1018,LAVERTY PATHOLOGY,PATH RM SOUTHLANDS FAM DRS SHOP T15 2 BIRMINGHAM RD,SOUTH PENRITH NSW 2750,01/07/2010,30/06/2027
42,1019,LAVERTY PATHOLOGY,PATH RM BV CIRCA M/C SHOP 20 1 CIRCA BVD,BELLA VISTA NSW 2153,01/07/2010,30/06/2027
42,1023,LAVERTY PATHOLOGY,PATH RM BOSSLEY PARK M/C 79 MIMOSA RD,BOSSLEY PARK NSW 2176,01/07/2010,30/06/2027
42,1028,DOREVITCH PATHOLOGY,PATH SE JUNCTION PLACE M/C 58 HAROLD ST,HAWTHORN EAST VIC 3123,01/07/2010,30/06/2027
42,1033,DOREVITCH PATHOLOGY,PATHOLOGY ROOM SHOP 3 136-140 HOPKINS ST,FOOTSCRAY VIC 3011,01/07/2010,30/06/2027
42,1040,DOREVITCH PATHOLOGY,PATH RM 1 AUST MEN'S HLTH G 322 GLENFERRIE RD,MALVERN VIC 3144,01/07/2010,30/06/2027
42,1041,DOREVITCH PATHOLOGY,MODERN MEDICAL DANDENONG 176 LONSDALE ST,DANDENONG VIC 3175,01/07/2010,30/06/2027
42,1052,QML PATHOLOGY,EXCELSIOR MED CTR LEASE A 21 EXHIBITION RD,GYMPIE QLD 4570,01/07/2010,30/06/2027
42,1056,QML PATHOLOGY,NARANGBA MED & PROF CNTR SHOP 3 30 MAIN ST,NARANGBA QLD 4504,01/07/2010,30/06/2027
42,1067,QML PATHOLOGY,TENANCY D COURTS CORNER 142 NEBO RD,MACKAY QLD 4740,01/07/2010,30/06/2027
42,1074,QML PATHOLOGY,CALAMVALE CENTRAL S/C SHOP 64 662 COMPTON ST,CALAMVALE QLD 4116,01/07/2010,30/06/2027
42,1079,QML PATHOLOGY,POTTSVILLE PLAZA SHOP 8 5 CORONATION AVE,POTTSVILLE NSW 2489,01/07/2010,30/06/2027
42,1080,QML PATHOLOGY,THE VILLAGE PLACE SC SHOP 1 7 WHARF ST,LOGAN VILLAGE QLD 4207,01/07/2010,30/06/2027
42,1081,QML PATHOLOGY,BEAUDESERT CENTRAL S/C SH 5 125-141 BRISBANE ST,BEAUDESERT QLD 4285,01/07/2010,30/06/2027
42,1084,QML PATHOLOGY,SOUTHSIDE CENTRAL S/C SHOP 7B 56 WALKER ST,WALKERVALE QLD 4670,01/07/2010,30/06/2027
42,1087,QML PATHOLOGY,PANDANUS SHOP 1 15-21 SMITH ST,MOOLOOLABA QLD 4557,01/07/2010,30/06/2027
42,1092,QML PATHOLOGY,SHOP 4B 618 DECEPTION BAY RD,DECEPTION BAY QLD 4508,01/07/2010,30/06/2027
42,1094,QML PATHOLOGY,CARSELDINE CENTRAL S/C SHOP ST7 735 BEAMS RD,CARSELDINE QLD 4034,01/07/2010,30/06/2027
42,1095,QML PATHOLOGY,BENDIGO BANK PLACE SHOP 13 127 COLBURN AVE,VICTORIA POINT QLD 4165,01/07/2010,30/06/2027
42,1102,WESTERN DIAGNOSTIC PATH,FORREST FAMILY PRACTICE SE 5 122 SPENCER ST,BUNBURY WA 6230,01/07/2010,30/06/2027
42,1134,DOREVITCH PATHOLOGY,PATH RM STRATHFIELDSAYE P/H 34 BLUCHER ST,STRATHFIELDSAYE VIC 3551,01/07/2010,30/06/2027
42,1135,DOREVITCH PATHOLOGY,PATH RM LINACRE PVT HOSP 12 LINACRE RD,HAMPTON VIC 3188,01/07/2010,30/06/2027
42,1136,DOREVITCH PATHOLOGY,PATH RM MOUNT STREET M/C 80 MOUNT ST,HEIDELBERG VIC 3084,01/07/2010,30/06/2027
42,1137,DOREVITCH PATHOLOGY,PATHOLOGY ROOM 1 317 HIGH ST,PRESTON VIC 3072,01/07/2010,30/06/2027
42,1143,DOREVITCH PATHOLOGY,PATH RM ST JAMES AVE M/C 10 ST JAMES ST,SPRINGVALE VIC 3171,01/07/2010,30/06/2027
42,1150,DOREVITCH PATHOLOGY,PTH SE SOMERVILLE VILL CLNC 25 ERAMOSA RD E,SOMERVILLE VIC 3912,01/07/2010,30/06/2027
42,1153,DOREVITCH PATHOLOGY,PATH RM SHOP 1 28 CARPENTER ST,BRIGHTON VIC 3186,01/07/2010,30/06/2027
42,1157,DOREVITCH PATHOLOGY,ROWVILLE CENTRAL CLINIC SE 1&2 7 FULHAM RD,ROWVILLE VIC 3178,01/07/2010,30/06/2027
42,1158,DOREVITCH PATHOLOGY,PTH SE ST KILDA STH MED CLN 26B DICKENS ST,ELWOOD VIC 3184,01/07/2010,30/06/2027
42,1159,DOREVITCH PATHOLOGY,PATH SE DOVECARE MED CTR U 3 18-20 HAWTHORN RD,DOVETON VIC 3177,01/07/2010,30/06/2027
42,1174,LAVERTY PATHOLOGY,SHOPS 3 & 4 133 THE RIVER RD,REVESBY NSW 2212,01/07/2010,30/06/2027
42,1192,LAVERTY PATHOLOGY,PATH SE BOTANY M/C T3 & T4 FL 1 & G 1419 BOTANY RD,BOTANY NSW 2019,19/07/2010,18/07/2027
42,1197,LAVERTY PATHOLOGY,GLENROCK COUNTRY PRACTICE SHOP 8 39 GREGORY CRES,LAKE ALBERT NSW 2650,19/07/2010,18/07/2027
42,1200,LAVERTY PATHOLOGY,GROUND FLOOR SHOP 293 HOMER ST,EARLWOOD NSW 2206,19/07/2010,18/07/2027
42,1201,LAVERTY PATHOLOGY,PATH SE HAMMOND RD M/C 64 HAMMOND RD,NORAVILLE NSW 2263,19/07/2010,18/07/2027
42,1203,LAVERTY PATHOLOGY,PATHOLOGY ROOM U 1 122 GEORGE ST,SINGLETON NSW 2330,19/07/2010,18/07/2027
42,1204,QML PATHOLOGY,QML PATH TENANCY G 16-18 OXFORD ST,HYDE PARK QLD 4812,26/07/2010,25/07/2027
42,1215,DOREVITCH PATHOLOGY,PTH RM WELLS ROAD MED CTR U 27 93 WELLS RD,CHELSEA HEIGHTS VIC 3196,05/08/2010,04/08/2027
42,1219,LAVERTY PATHOLOGY,PATH SE MUDGEE MED CENTRE 145 CHURCH ST,MUDGEE NSW 2850,09/08/2010,08/08/2027
42,1220,LAVERTY PATHOLOGY,PATH RM LIDCOMBE MED CTR 64 JOSEPH ST,LIDCOMBE NSW 2141,09/08/2010,08/08/2027
42,1224,DOREVITCH PATHOLOGY,PATH SUITE MANDALA CLINIC 360 BELGRAVE-GEMBROOK RD,EMERALD VIC 3782,16/08/2010,15/08/2027
42,1228,QML PATHOLOGY,PATH RM LOGAN CTRL FAM CLC 57 STATION RD,LOGAN CENTRAL QLD 4114,23/08/2010,22/08/2027
42,1229,WESTERN DIAGNOSTIC PATHLOGY,PINJARRA DRS PATH ROOM 27 MURRAY ST,PINJARRA WA 6208,23/08/2010,22/08/2027
42,1238,LAVERTY PATHOLOGY,PATH RM 1 TOP RYDE MED CTR 46-48 BLAXLAND RD,RYDE NSW 2112,26/08/2010,25/08/2027
42,1243,WESTERN DIAGNOSTIC PATH,PATH RM LATHLAIN DRS SURG SE 2 107-109 ORRONG RD,RIVERVALE WA 6103,01/09/2010,31/08/2027
42,1244,WESTERN DIAGNOSTIC PATH,ROLEYSTONE FAM MC PATH RM U 1 9 WYGONDA RD,ROLEYSTONE WA 6111,01/09/2010,31/08/2027
42,1259,LAVERTY PATHOLOGY,PATH RM UNITED CARE MED CTR 27 JOHN ST,LIDCOMBE NSW 2141,06/09/2010,05/09/2027
42,1268,QML PATHOLOGY,PATH RM CARINA MED&SPEC CTR 396-398 STANLEY RD,CARINA QLD 4152,06/09/2010,05/09/2027
42,1271,QML PATHOLOGY,MCLEOD STREET MEDICAL 67 MCLEOD ST,CAIRNS QLD 4870,06/09/2010,05/09/2027
42,1290,LAVERTY PATHOLOGY,PTH SE MYHEALTH GRV SQUARE SHOP 92 375-383 WINDSOR RD,BAULKHAM HILLS NSW 2153,15/09/2010,14/09/2027
42,1298,QML PATHOLOGY,QML TENANCY TYACK HEALTH 148 RADFORD RD,MANLY WEST QLD 4179,04/10/2010,03/10/2027
42,1299,QML PATHOLOGY,QML TNCY NIMBIN PUBLIC HOSP 35 CULLEN ST,NIMBIN NSW 2480,20/09/2010,19/09/2027
42,1312,LAVERTY PATHOLOGY,KIPPAX FAIR S/C SHOP 13A 36-48 HARDWICK CRES,HOLT ACT 2615,17/09/2010,16/09/2027
42,1315,DOREVITCH PATHOLOGY,PATH RM MT MARTHA VLG CLIN 207 DUNNS RD,MORNINGTON VIC 3931,27/09/2010,26/09/2027
42,1322,WESTERN DIAGNOSTIC PATHOL,HOLLYWOOD MEDICAL CENTRE SE 5 85 MONASH AVE,NEDLANDS WA 6009,04/10/2010,03/10/2027
42,1327,LAVERTY PATHOLOGY,PATH RM 1 GUNGAHLIN M/C SHOP 128 43 HIBBERSON ST,GUNGAHLIN ACT 2912,04/10/2010,03/10/2027
42,1329,LAVERTY PATHOLOGY,NORTH SYDNEY PLAZA MED CTR SE 303 83 MOUNT ST,NORTH SYDNEY NSW 2060,04/10/2010,03/10/2027
42,1330,LAVERTY PATHOLOGY,PATH RM 1 WOLLI CREEK F/P U 1 2 MAGDALENE TCE,WOLLI CREEK NSW 2205,04/10/2010,03/10/2027
42,1334,DOREVITCH PATHOLOGY,KEILOR DOWNS MEDI-CLINIC 1 OSLO WAY,KEILOR DOWNS VIC 3038,04/10/2010,03/10/2027
42,1336,DOREVITCH PATHOLOGY,PATH RM COBURG FAM MED CTR 497 SYDNEY RD,COBURG VIC 3058,04/10/2010,03/10/2027
42,1341,QML PATHOLOGY,PATHRM CLEVELAND CENTRAL MC 177 BLOOMFIELD ST,CLEVELAND QLD 4163,11/10/2010,10/10/2027
